EmployeeID,Age,Gender,Department,JobRole,EducationLevel,PerformanceRating,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,TrainingTimesLastYear,OverTime,MonthlyIncome,DistanceFromHome,Attrition
6164,28,Female,Sales,Executive,4,1,4,1,3,12,2,1,No,18185,28,No
6165,46,Female,R&D,Manager,5,3,3,4,1,16,3,2,Yes,18550,18,No
6166,37,Female,Sales,Manager,5,2,2,1,4,4,1,3,Yes,18697,29,No
6167,43,Female,Marketing,Coordinator,1,3,2,4,3,9,6,5,No,18765,12,No
6168,57,Male,IT,Coordinator,1,3,4,2,4,9,6,0,No,13622,23,No
6169,48,Female,HR,Executive,5,1,4,3,3,16,8,3,No,13674,26,No
6170,38,Female,HR,Analyst,5,1,2,3,4,18,7,2,No,4667,26,No
6171,25,Female,Sales,Executive,2,4,4,3,1,11,2,3,Yes,16413,28,Yes
6172,56,Male,Finance,Executive,4,2,3,4,1,1,4,3,No,7442,20,No
6173,43,Female,Marketing,Engineer,4,3,3,3,2,2,7,1,No,18483,23,No
6174,56,Male,Marketing,Engineer,3,2,4,1,2,14,7,5,No,12088,5,No
6175,36,Female,HR,Analyst,5,3,3,1,1,12,1,3,Yes,16219,3,Yes
6176,42,Female,Operations,Specialist,5,1,3,2,2,3,0,0,Yes,12456,18,No
6177,34,Male,Operations,Manager,1,3,2,4,3,13,4,1,No,15358,10,No
6178,32,Male,Finance,Engineer,1,3,1,2,2,12,0,0,Yes,15511,9,No
6179,48,Female,Operations,Analyst,4,3,3,3,2,6,6,2,No,16607,1,No
6180,52,Female,IT,Coordinator,4,4,4,4,4,13,7,5,No,7284,1,No
6181,53,Female,Finance,Executive,5,3,1,2,3,5,5,3,No,15403,28,No
6182,51,Female,Operations,Engineer,4,4,3,1,1,4,2,5,Yes,17409,27,Yes
6183,39,Female,Sales,Executive,5,2,1,3,3,12,9,4,No,6858,16,No
6184,37,Male,Marketing,Executive,3,3,1,3,4,5,0,3,No,13509,2,No
6185,56,Female,Operations,Engineer,3,4,1,3,2,16,1,4,Yes,11039,7,No
6186,30,Male,Marketing,Analyst,2,3,2,2,3,7,1,1,No,16277,9,No
6187,58,Male,Sales,Coordinator,1,3,1,3,4,6,9,2,No,17094,10,Yes
6188,31,Female,Operations,Manager,2,3,2,1,1,13,1,4,Yes,17652,27,No
6189,33,Female,Operations,Analyst,3,1,4,3,2,2,9,3,No,7369,23,No
6190,29,Male,Operations,Specialist,4,1,4,2,4,17,4,3,No,11725,4,No
6191,24,Male,Sales,Specialist,1,1,1,2,4,14,1,3,No,15248,15,Yes
6192,40,Female,Operations,Manager,1,2,2,3,4,14,8,2,Yes,6082,23,No
6193,32,Male,Operations,Coordinator,2,1,3,3,1,18,5,4,No,18976,22,No
6194,29,Male,Marketing,Specialist,1,2,4,2,1,18,6,4,No,12400,10,No
6195,47,Male,IT,Executive,3,3,3,1,4,12,2,2,No,9925,26,No
6196,44,Female,R&D,Specialist,4,2,1,1,3,13,9,0,No,4931,20,No
6197,31,Female,Sales,Engineer,2,3,2,3,1,18,6,1,No,16575,12,No
6198,39,Male,IT,Executive,4,1,3,3,3,18,3,2,No,10809,7,No
6199,33,Male,HR,Analyst,2,2,2,3,3,16,7,3,No,15128,6,No
6200,47,Female,Marketing,Coordinator,5,4,4,2,4,11,8,5,Yes,12499,15,No
6201,32,Female,Finance,Manager,1,1,4,4,4,15,4,0,Yes,10257,28,No
6202,31,Male,Marketing,Engineer,5,4,2,4,2,18,2,5,Yes,15639,29,No
6203,24,Female,R&D,Engineer,1,3,4,2,1,12,5,5,No,8630,19,No
6204,28,Female,IT,Manager,5,4,4,3,1,9,2,4,No,18151,16,No
6205,25,Female,IT,Specialist,4,3,4,4,1,7,5,1,Yes,6812,26,Yes
6206,29,Female,Operations,Manager,3,4,3,2,4,16,6,3,No,8315,18,No
6207,59,Female,HR,Manager,2,2,4,2,1,12,5,3,Yes,19647,24,No
6208,34,Male,HR,Specialist,1,4,2,1,4,1,3,3,No,8146,21,No
6209,33,Male,Operations,Analyst,2,3,4,2,1,11,6,2,No,8352,21,No
6210,56,Female,IT,Coordinator,3,3,2,3,3,17,1,5,No,15627,23,No
6211,59,Female,Marketing,Manager,5,2,2,1,4,18,4,4,No,18543,25,No
6212,57,Female,IT,Specialist,4,1,3,4,2,15,5,0,No,17933,15,No
6213,23,Female,Operations,Engineer,2,3,2,2,2,19,5,1,No,7563,24,No
6214,36,Male,R&D,Manager,5,3,3,1,1,1,4,3,Yes,9396,21,No
6215,55,Male,Sales,Coordinator,1,3,2,2,3,19,9,2,No,5286,27,No
6216,47,Female,R&D,Manager,2,2,2,2,3,5,4,5,No,10131,1,No
6217,26,Female,Sales,Analyst,2,2,3,1,1,13,7,2,Yes,17499,21,Yes
6218,46,Female,HR,Analyst,1,2,3,4,2,2,4,1,Yes,7159,14,No
6219,55,Female,Finance,Engineer,3,1,2,2,1,18,5,0,Yes,18353,18,No
6220,25,Female,Operations,Analyst,5,3,2,3,3,7,9,2,No,8468,26,No
6221,55,Male,R&D,Coordinator,2,3,1,4,1,7,0,2,No,5029,29,No
6222,48,Male,HR,Engineer,5,3,2,4,1,5,0,4,No,10032,3,No
6223,50,Female,R&D,Manager,4,2,3,2,1,9,0,4,Yes,8497,25,Yes
6224,26,Female,IT,Specialist,5,4,2,4,3,10,3,0,No,17476,3,No
6225,39,Male,Sales,Analyst,5,2,1,1,2,16,2,5,No,17245,1,Yes
6226,25,Male,Operations,Engineer,1,3,2,1,4,10,4,5,No,7257,25,No
6227,22,Male,IT,Analyst,5,2,4,4,1,18,6,1,No,11038,7,No
6228,41,Female,Sales,Analyst,3,3,1,2,4,12,5,3,No,3565,13,Yes
6229,27,Male,IT,Executive,5,2,3,3,4,2,2,2,Yes,5881,24,No
6230,41,Female,Sales,Manager,4,3,4,2,2,5,1,3,No,10994,8,No
6231,41,Female,Sales,Analyst,5,3,3,2,2,1,1,3,No,12436,18,No
6232,48,Male,IT,Specialist,1,3,2,2,3,0,2,3,No,11003,15,No
6233,47,Female,HR,Coordinator,4,2,1,4,4,15,9,0,No,17265,11,Yes
6234,53,Male,Operations,Executive,1,3,3,4,4,8,2,1,No,19845,11,No
6235,31,Female,Finance,Engineer,3,4,2,2,1,0,2,1,Yes,16836,11,Yes
6236,39,Male,R&D,Engineer,3,2,3,3,1,17,7,4,No,3734,29,No
6237,33,Male,Marketing,Specialist,1,3,4,2,2,16,2,3,Yes,15997,20,No
6238,31,Male,Sales,Specialist,3,2,2,3,2,15,5,3,Yes,19107,10,No
6239,45,Male,Operations,Coordinator,1,3,1,2,2,5,8,2,No,19172,17,Yes
6240,45,Female,R&D,Manager,2,3,2,3,3,17,7,0,Yes,7806,9,No
6241,59,Male,Operations,Specialist,5,3,3,2,4,13,5,3,Yes,8056,5,No
6242,46,Male,IT,Engineer,2,3,2,1,3,16,9,0,No,14579,28,No
6243,29,Male,R&D,Manager,3,4,3,4,4,5,4,5,No,12424,26,No
6244,35,Male,Operations,Specialist,1,4,1,2,2,10,4,4,No,15605,6,Yes
6245,52,Female,Finance,Specialist,1,4,3,4,3,1,7,0,No,8264,23,No
6246,45,Male,Marketing,Engineer,1,3,4,2,3,2,6,1,Yes,6167,12,No
6247,37,Female,Operations,Manager,1,3,3,4,4,7,4,5,Yes,14756,26,No
6248,41,Female,Marketing,Executive,5,2,1,1,4,8,9,5,Yes,18662,6,No
6249,59,Female,Operations,Executive,4,3,4,4,3,9,5,0,No,9335,27,No
6250,36,Male,Marketing,Coordinator,2,3,1,1,1,12,4,3,Yes,13070,29,Yes
6251,35,Female,Sales,Manager,3,4,2,4,4,11,8,3,Yes,18881,28,No
6252,33,Male,Marketing,Specialist,1,3,1,2,4,9,5,3,No,19770,9,Yes
6253,55,Male,Marketing,Specialist,2,3,4,3,3,13,2,3,No,3605,11,No
6254,29,Male,Sales,Manager,4,3,3,4,2,5,2,5,Yes,8581,10,No
6255,40,Female,Sales,Executive,2,1,2,1,1,1,9,0,No,16860,7,No
6256,26,Male,IT,Coordinator,3,2,1,1,2,14,9,3,No,17954,29,No
6257,48,Female,Marketing,Analyst,1,3,3,4,3,14,3,1,No,14089,3,No
6258,34,Female,Operations,Engineer,3,2,1,1,2,3,4,2,No,11308,14,Yes
6259,53,Female,Finance,Manager,1,3,3,1,2,10,8,3,Yes,7095,19,No
6260,52,Female,R&D,Coordinator,4,1,1,1,3,6,9,4,No,13281,3,No
6261,58,Male,Sales,Analyst,3,3,2,1,4,14,1,2,Yes,11765,27,No
6262,23,Male,HR,Engineer,2,3,2,4,2,19,1,0,Yes,7332,21,No
6263,28,Male,Operations,Analyst,4,3,2,2,3,18,0,1,No,17030,23,No
6264,32,Male,Finance,Analyst,3,4,3,2,3,13,7,5,Yes,7275,22,No
6265,32,Male,Finance,Engineer,1,3,2,1,3,9,0,1,No,8696,21,No
6266,44,Female,Sales,Analyst,4,3,2,3,2,5,5,4,Yes,13979,20,No
6267,52,Female,IT,Executive,1,1,2,4,4,1,1,3,No,12681,29,No
6268,29,Female,Sales,Coordinator,5,4,3,4,2,6,8,4,Yes,16507,5,No
6269,53,Male,IT,Manager,2,4,2,3,2,2,3,3,No,11900,14,No
6270,42,Female,HR,Coordinator,1,3,4,4,1,7,9,3,Yes,5290,15,Yes
6271,52,Male,HR,Executive,3,2,2,3,2,17,4,1,Yes,15772,1,No
6272,22,Female,Sales,Executive,5,1,1,2,3,14,1,1,Yes,9405,14,Yes
6273,34,Female,R&D,Engineer,4,3,3,2,3,10,4,5,No,10730,22,No
6274,32,Female,Marketing,Engineer,3,2,2,2,1,9,6,3,No,17337,17,No
6275,50,Male,Sales,Engineer,4,3,2,2,1,16,4,5,No,10447,7,No
6276,25,Male,Sales,Analyst,5,3,2,1,1,17,0,1,No,13549,18,No
6277,57,Male,Finance,Analyst,3,2,1,1,1,0,8,1,No,17467,4,Yes
6278,36,Male,Sales,Manager,1,4,1,4,2,1,1,1,Yes,17815,28,Yes
6279,24,Female,Sales,Analyst,3,4,1,3,2,4,3,3,Yes,18029,2,Yes
6280,50,Male,Sales,Manager,2,4,2,3,3,9,5,3,No,18361,25,No
6281,42,Male,R&D,Executive,1,2,3,1,2,11,0,2,No,19460,13,No
6282,23,Female,Finance,Manager,2,3,3,3,1,12,8,1,No,17203,22,No
6283,27,Female,Operations,Manager,3,2,1,2,4,15,8,3,No,17832,4,No
6284,52,Female,Operations,Engineer,3,3,2,3,1,2,7,1,Yes,5625,2,No
6285,45,Male,Operations,Analyst,4,4,3,2,1,3,8,2,No,3969,8,No
6286,38,Female,Operations,Specialist,3,3,2,4,4,15,3,2,No,14207,13,No
6287,26,Female,Finance,Specialist,1,3,4,3,4,9,8,0,Yes,14961,4,No
6288,23,Male,Sales,Engineer,2,3,1,2,1,13,3,3,Yes,14620,29,Yes
6289,33,Female,Operations,Coordinator,5,2,1,4,2,18,4,2,No,19524,24,No
6290,26,Male,Sales,Coordinator,2,2,4,4,3,4,5,3,No,9692,9,No
6291,41,Male,Marketing,Coordinator,4,3,2,4,4,18,6,3,No,16942,26,No
6292,29,Male,Marketing,Executive,5,3,3,3,3,10,2,1,No,12185,9,No
6293,22,Female,Operations,Executive,5,4,3,2,2,16,1,3,No,15520,23,No
6294,27,Female,R&D,Executive,3,4,4,1,1,6,4,1,Yes,15425,9,No
6295,32,Female,Sales,Manager,4,2,1,1,2,3,9,1,Yes,15535,15,Yes
6296,24,Male,Finance,Analyst,4,2,2,2,2,14,2,1,No,5062,1,No
6297,52,Female,IT,Executive,3,3,4,4,3,3,2,5,No,16312,19,No
6298,49,Male,R&D,Specialist,1,4,4,1,2,15,6,4,No,19956,1,No
6299,26,Female,IT,Manager,3,2,1,3,4,18,5,3,No,16159,5,No
6300,47,Male,R&D,Executive,4,4,3,4,1,1,2,5,Yes,8366,6,No
6301,37,Male,Finance,Executive,5,2,2,1,4,10,6,2,Yes,3069,1,No
6302,52,Male,R&D,Coordinator,1,4,2,2,2,18,9,3,No,11029,22,No
6303,49,Male,Marketing,Coordinator,4,4,1,1,3,13,9,0,No,8716,19,Yes
6304,28,Male,Sales,Analyst,4,4,2,3,3,11,5,3,Yes,9775,2,No
6305,59,Male,HR,Analyst,3,4,2,2,4,18,0,4,No,9269,22,No
6306,30,Male,HR,Manager,2,2,2,1,4,9,4,5,No,9359,20,No
6307,56,Male,Operations,Specialist,4,3,2,1,3,7,3,0,No,16074,8,No
6308,48,Male,Marketing,Engineer,2,3,1,1,4,16,2,0,No,8273,2,No
6309,33,Male,Operations,Coordinator,1,4,2,4,2,7,2,1,No,3233,16,No
6310,46,Male,Sales,Specialist,5,3,3,4,1,8,7,2,Yes,18786,15,No
6311,50,Male,Finance,Coordinator,2,3,1,3,1,13,2,0,Yes,18144,6,Yes
6312,52,Female,Sales,Analyst,2,3,2,1,1,14,1,4,No,16638,2,No
6313,55,Female,Operations,Analyst,2,2,4,3,3,15,4,2,Yes,11384,2,No
6314,54,Male,R&D,Engineer,2,4,1,2,3,7,9,3,No,7555,17,Yes
6315,48,Female,IT,Specialist,2,2,3,3,3,2,2,4,Yes,5104,16,No
6316,23,Male,Marketing,Specialist,1,1,2,4,1,1,9,5,Yes,7143,24,Yes
6317,35,Female,Sales,Engineer,4,3,2,1,4,0,2,2,No,19512,20,No
6318,34,Male,Sales,Analyst,5,4,4,4,3,7,7,4,No,9160,5,No
6319,45,Female,Finance,Manager,4,3,4,2,3,5,8,0,No,7524,24,No
6320,26,Male,Operations,Specialist,1,4,1,4,2,10,1,1,Yes,13570,15,Yes
6321,55,Female,Sales,Executive,1,2,1,1,3,2,0,1,No,6681,26,Yes
6322,44,Male,R&D,Specialist,2,3,1,4,3,13,7,2,No,18798,1,No
6323,40,Female,IT,Specialist,1,3,4,1,1,4,9,1,No,8086,14,No
6324,51,Female,R&D,Specialist,1,1,1,3,1,19,9,0,No,12596,19,No
6325,37,Female,HR,Analyst,2,1,1,1,2,12,5,5,No,3538,10,No
6326,55,Male,Operations,Executive,1,1,2,3,1,4,8,4,No,14878,22,No
6327,32,Female,R&D,Specialist,1,3,1,2,4,4,0,1,No,8802,19,Yes
6328,35,Female,Finance,Manager,1,4,1,2,4,9,4,5,Yes,3619,9,Yes
6329,36,Male,IT,Coordinator,3,3,4,4,1,12,4,0,Yes,4704,11,No
6330,56,Male,Operations,Coordinator,4,3,1,2,3,9,2,4,Yes,17483,26,No
6331,28,Female,R&D,Executive,3,2,3,1,2,7,1,0,No,18577,26,No
6332,50,Male,Sales,Engineer,4,1,4,4,3,1,8,2,Yes,14834,3,Yes
6333,43,Female,Operations,Manager,2,2,2,4,3,1,6,4,Yes,12623,12,Yes
6334,44,Female,R&D,Engineer,2,3,1,3,2,18,8,4,Yes,18769,2,Yes
6335,45,Male,Marketing,Specialist,4,3,2,1,1,9,2,0,Yes,9221,6,No
6336,56,Female,Sales,Analyst,4,2,2,1,2,14,0,5,No,9769,4,No
6337,31,Female,HR,Specialist,5,4,1,3,4,15,1,1,Yes,15441,12,Yes
6338,29,Male,IT,Specialist,4,3,3,1,3,9,5,5,No,19671,18,No
6339,33,Male,Operations,Engineer,4,2,3,2,4,9,5,2,No,16347,20,No
6340,50,Female,Operations,Specialist,2,3,2,3,2,19,1,5,No,7334,15,No
6341,50,Female,R&D,Manager,2,2,1,2,1,18,8,1,No,3760,27,No
6342,44,Female,HR,Analyst,1,3,2,1,2,3,9,3,Yes,9742,25,No
6343,47,Male,Finance,Engineer,1,2,4,4,4,1,0,5,No,3295,21,Yes
6344,58,Female,R&D,Executive,2,1,2,1,4,8,3,5,No,3402,7,No
6345,53,Female,R&D,Coordinator,1,3,4,2,3,10,3,2,Yes,7482,26,No
6346,59,Female,Finance,Specialist,3,3,1,4,3,2,0,2,No,13354,10,No
6347,27,Male,Finance,Coordinator,3,2,3,1,3,6,4,0,Yes,14451,18,No
6348,29,Female,Finance,Engineer,1,4,2,1,3,5,5,0,Yes,11224,12,No
6349,38,Female,IT,Coordinator,1,2,2,4,1,0,8,2,No,19233,26,No
6350,33,Male,Finance,Specialist,4,3,2,3,2,11,7,2,No,4935,7,No
6351,43,Male,Marketing,Specialist,4,2,2,3,2,17,3,4,Yes,13354,19,No
6352,35,Female,Finance,Engineer,3,2,2,2,2,8,5,1,No,11636,17,No
6353,55,Male,Sales,Manager,3,2,1,4,1,4,6,5,No,8622,13,No
6354,40,Female,Sales,Executive,4,2,3,1,2,12,5,0,No,12743,16,No
6355,27,Female,Finance,Specialist,4,4,4,2,2,17,4,4,Yes,12837,24,No
6356,39,Male,IT,Manager,4,2,1,4,1,14,0,5,No,19027,20,No
6357,57,Female,IT,Specialist,1,3,4,1,3,14,6,5,No,17361,25,No
6358,58,Female,HR,Specialist,2,3,1,3,3,5,6,3,No,10316,10,Yes
6359,59,Female,IT,Manager,3,3,1,3,1,6,4,2,No,14228,10,No
6360,36,Female,Marketing,Specialist,5,1,4,1,1,12,8,5,No,14380,24,No
6361,59,Female,Marketing,Executive,4,3,3,3,3,11,2,0,No,3479,2,No
6362,30,Male,HR,Coordinator,1,2,1,3,1,9,0,2,Yes,6888,18,Yes
6363,27,Female,Finance,Engineer,3,4,4,1,2,0,4,4,Yes,17449,13,No
6364,23,Female,IT,Coordinator,4,3,3,3,4,10,3,2,Yes,10163,25,No
6365,37,Male,Sales,Manager,1,3,2,1,4,15,5,2,No,8165,7,No
6366,22,Male,HR,Coordinator,3,4,2,4,2,0,1,4,Yes,17452,15,No
6367,51,Male,Sales,Analyst,3,4,4,2,1,17,4,1,No,4073,4,No
6368,54,Male,Marketing,Specialist,5,3,1,4,3,10,7,4,No,16476,21,No
6369,22,Male,R&D,Engineer,5,3,2,1,4,8,7,2,No,15481,20,No
6370,37,Male,Marketing,Executive,3,2,2,2,4,13,1,1,No,16661,25,No
6371,38,Male,Marketing,Executive,1,4,4,4,2,10,2,4,No,7856,2,No
6372,59,Male,Sales,Analyst,4,1,4,1,3,0,8,4,No,7651,9,Yes
6373,39,Female,Finance,Coordinator,4,4,2,1,4,10,6,5,No,18766,2,No
6374,43,Female,IT,Executive,3,3,1,4,2,8,8,5,Yes,4853,27,No
6375,43,Male,Marketing,Coordinator,4,4,4,1,3,1,3,0,Yes,10344,16,No
6376,56,Female,IT,Engineer,5,3,4,1,1,9,6,4,Yes,3381,15,No
6377,52,Female,Operations,Analyst,4,1,1,4,2,2,6,2,Yes,12607,8,Yes
6378,48,Female,Finance,Coordinator,2,3,3,1,4,12,6,0,Yes,3224,23,No
6379,57,Female,R&D,Manager,5,4,4,4,2,10,9,1,No,7032,13,No
6380,25,Female,IT,Coordinator,5,4,2,2,2,17,4,0,No,4149,29,No
6381,26,Male,Sales,Coordinator,3,4,1,3,4,13,5,3,No,4234,16,No
6382,46,Male,HR,Analyst,3,3,2,1,1,4,3,1,Yes,11896,7,Yes
6383,52,Female,Marketing,Manager,4,2,1,2,4,7,8,3,Yes,13079,19,Yes
6384,35,Male,Finance,Executive,4,4,3,2,4,9,3,2,No,10478,19,No
6385,51,Female,IT,Engineer,3,2,4,1,1,5,8,5,Yes,9419,15,Yes
6386,33,Female,HR,Coordinator,1,2,3,4,4,14,8,1,Yes,7086,12,No
6387,48,Female,Sales,Specialist,4,3,4,1,3,7,4,1,Yes,7455,20,No
6388,45,Male,IT,Analyst,1,3,1,4,3,3,8,0,No,16473,23,Yes
6389,51,Female,R&D,Executive,5,1,2,1,4,8,8,3,No,11850,4,No
6390,39,Female,Marketing,Coordinator,2,2,3,2,3,4,2,3,No,5312,20,No
6391,35,Female,Marketing,Engineer,1,4,1,1,2,18,2,0,No,19332,26,Yes
6392,40,Male,Finance,Specialist,4,4,3,1,3,16,3,0,No,16055,17,No
6393,43,Female,HR,Analyst,3,2,1,3,3,1,7,5,No,11737,6,No
6394,47,Male,IT,Engineer,3,3,3,2,2,12,2,0,No,8888,21,No
6395,28,Female,Marketing,Executive,2,3,1,1,3,16,1,0,No,14358,8,Yes
6396,49,Female,Finance,Coordinator,2,3,3,2,4,13,5,5,Yes,16511,2,No
6397,59,Female,IT,Coordinator,5,4,3,4,2,10,2,5,Yes,17564,7,No
6398,26,Male,Finance,Coordinator,1,3,1,1,2,6,8,4,Yes,11226,4,No
6399,57,Female,HR,Analyst,2,3,3,1,4,1,9,0,No,16770,7,No
6400,39,Female,R&D,Coordinator,5,3,1,2,4,2,8,0,No,9051,9,Yes
6401,35,Female,Finance,Analyst,5,3,3,2,4,10,9,0,No,7340,1,No
6402,44,Female,R&D,Coordinator,5,3,4,2,3,2,5,5,No,11343,11,No
6403,35,Female,R&D,Manager,4,3,4,2,3,0,4,4,No,7934,18,No
6404,53,Female,Marketing,Coordinator,2,4,3,3,3,18,1,2,No,9956,7,No
6405,26,Male,Marketing,Manager,3,3,1,2,4,13,7,2,No,17474,2,Yes
6406,43,Female,Sales,Analyst,5,3,4,1,1,16,2,0,No,18117,5,No
6407,49,Male,IT,Engineer,3,2,3,1,3,18,4,1,Yes,4015,16,No
6408,33,Female,HR,Executive,4,1,3,4,1,18,9,5,No,19781,8,No
6409,39,Male,Sales,Specialist,1,4,1,2,2,18,3,4,Yes,4210,28,No
6410,57,Female,Operations,Manager,4,3,2,2,4,18,2,0,No,16389,20,No
6411,52,Male,Marketing,Executive,4,3,1,2,4,0,2,4,Yes,8234,4,No
6412,34,Female,IT,Coordinator,2,3,2,2,2,10,8,4,No,14246,6,No
6413,41,Male,Sales,Analyst,5,3,3,2,3,0,1,5,No,18186,2,No
6414,57,Female,Finance,Executive,4,2,2,1,3,6,2,2,No,5384,15,No
6415,28,Male,Finance,Executive,5,3,2,3,3,7,4,5,No,9496,6,No
6416,44,Female,Finance,Coordinator,3,3,1,4,1,6,3,3,No,18264,15,Yes
6417,55,Female,Operations,Executive,1,2,2,2,2,14,8,3,Yes,4758,2,No
6418,53,Female,R&D,Analyst,1,2,2,2,1,15,4,3,No,9959,6,No
6419,42,Male,Marketing,Manager,3,3,3,2,3,7,9,0,No,16977,15,No
6420,27,Male,Finance,Specialist,2,3,4,2,1,9,4,3,No,14311,1,No
6421,37,Male,IT,Engineer,3,3,1,3,2,3,6,0,No,9388,4,No
6422,56,Female,IT,Manager,3,3,1,3,3,12,3,1,No,16241,4,Yes
6423,41,Male,Marketing,Specialist,2,3,4,1,1,3,4,5,No,7565,3,No
6424,32,Female,Sales,Analyst,2,2,4,4,2,18,0,2,No,12362,17,No
6425,53,Female,R&D,Specialist,4,2,4,2,3,5,6,1,No,8855,20,No
6426,35,Female,Sales,Analyst,5,3,2,2,3,15,3,0,No,9962,15,No
6427,45,Female,Sales,Specialist,1,4,3,1,4,6,1,1,No,11042,21,No
6428,52,Female,Finance,Manager,2,3,1,4,3,12,6,5,No,8797,7,No
6429,38,Female,Sales,Coordinator,2,4,3,4,4,2,7,3,Yes,17625,12,No
6430,46,Female,Marketing,Coordinator,4,3,2,1,3,17,8,1,No,9810,7,No
6431,30,Male,Operations,Coordinator,4,2,4,2,1,16,7,4,No,16071,2,No
6432,43,Male,IT,Analyst,5,1,2,3,1,2,7,4,Yes,5213,4,No
6433,56,Female,IT,Executive,2,4,4,1,3,19,7,2,No,5884,5,No
6434,58,Female,IT,Coordinator,2,3,1,2,3,3,6,1,No,16856,24,No
6435,38,Male,Marketing,Analyst,4,4,2,2,4,10,1,0,Yes,5790,19,No
6436,49,Female,R&D,Analyst,3,3,3,2,1,17,1,2,No,3836,15,No
6437,22,Male,Finance,Specialist,5,4,3,1,1,18,8,3,No,17402,24,No
6438,30,Female,Finance,Analyst,2,2,2,1,3,7,0,3,No,13347,2,No
6439,34,Female,Marketing,Specialist,1,3,2,1,4,12,0,4,Yes,14557,23,No
6440,53,Male,Sales,Manager,1,3,3,2,3,17,6,2,No,9928,1,No
6441,49,Male,Sales,Analyst,4,3,2,1,1,0,9,3,No,15535,28,No
6442,52,Female,HR,Executive,1,4,2,2,1,19,5,1,No,18275,11,No
6443,29,Female,HR,Executive,4,4,2,3,1,16,5,2,No,3549,27,No
6444,29,Male,Finance,Manager,3,1,4,3,1,2,7,1,No,17416,5,No
6445,55,Male,Marketing,Coordinator,4,3,3,3,3,6,3,1,No,19995,2,No
6446,44,Male,Finance,Executive,2,3,2,4,1,5,4,5,No,13280,22,No
6447,31,Female,Sales,Specialist,1,3,3,4,3,14,4,1,No,12697,14,No
6448,58,Male,Marketing,Analyst,2,3,1,1,1,6,5,2,Yes,9067,15,Yes
6449,46,Female,Operations,Engineer,1,4,2,4,1,6,0,2,No,17718,18,No
6450,54,Male,Operations,Analyst,1,3,4,2,2,11,3,4,Yes,17550,28,No
6451,25,Male,IT,Analyst,4,3,4,4,4,8,2,2,No,18237,2,No
6452,28,Male,Sales,Engineer,5,2,2,1,2,8,6,5,No,7887,2,No
6453,54,Male,Marketing,Coordinator,1,3,2,3,2,10,0,0,No,12003,4,No
6454,23,Female,HR,Executive,1,4,1,2,1,9,1,2,No,12610,19,No
6455,53,Female,HR,Executive,5,4,2,3,4,9,7,5,No,8399,11,No
6456,26,Male,Operations,Analyst,2,3,3,2,2,14,1,4,Yes,4625,9,No
6457,38,Female,Finance,Executive,1,4,2,1,2,15,8,2,No,17646,8,No
6458,33,Female,Sales,Specialist,4,2,3,2,3,7,3,0,No,11896,23,No
6459,33,Female,IT,Specialist,5,2,3,4,4,12,2,2,No,15875,20,No
6460,56,Male,IT,Engineer,5,4,3,3,2,8,3,4,Yes,6077,4,No
6461,42,Male,Finance,Analyst,1,3,3,2,2,13,8,0,Yes,10988,16,No
6462,42,Female,HR,Coordinator,2,3,3,4,3,19,6,4,Yes,5594,25,No
6463,23,Male,Operations,Specialist,2,4,2,2,1,17,3,5,No,10525,9,No
6464,42,Male,Finance,Manager,3,3,2,4,2,1,6,3,No,15777,24,No
6465,36,Male,HR,Executive,3,3,2,4,4,8,7,1,Yes,6938,10,No
6466,32,Male,HR,Coordinator,4,2,4,4,3,9,7,4,No,8464,22,No
6467,31,Female,Marketing,Analyst,1,4,3,3,4,19,5,3,No,11494,28,No
6468,39,Female,IT,Specialist,2,4,1,3,4,10,0,2,No,13611,5,No
6469,44,Male,HR,Engineer,3,2,2,3,4,9,9,0,Yes,9580,12,No
6470,52,Female,Finance,Specialist,1,4,2,4,3,18,2,5,Yes,7332,7,No
6471,47,Female,R&D,Manager,1,3,4,3,4,0,5,4,No,8907,22,No
6472,23,Female,Operations,Specialist,2,2,2,2,2,13,0,0,No,12471,8,No
6473,28,Female,HR,Analyst,1,1,3,4,3,8,4,5,Yes,9780,7,No
6474,45,Female,Finance,Engineer,5,1,2,2,2,4,1,3,No,19317,15,No
6475,53,Male,IT,Engineer,3,1,3,3,1,11,0,5,Yes,7567,10,No
6476,47,Female,Sales,Manager,4,3,2,2,2,19,9,5,No,8735,12,No
6477,44,Female,IT,Analyst,3,3,2,3,4,17,2,4,No,12933,8,No
6478,35,Male,Marketing,Manager,1,4,3,2,1,16,1,2,No,11995,2,No
6479,50,Male,Operations,Manager,5,2,3,1,4,19,5,2,Yes,17680,7,No
6480,46,Male,Sales,Manager,3,3,2,2,3,7,5,5,No,13311,24,No
6481,52,Female,Sales,Specialist,2,3,3,4,3,0,6,2,No,10537,12,No
6482,23,Female,IT,Executive,5,1,4,3,1,3,6,1,No,11410,15,No
6483,23,Male,Finance,Specialist,3,4,3,4,2,11,4,2,Yes,14816,2,No
6484,44,Female,IT,Analyst,1,3,3,1,4,15,2,1,No,9573,8,No
6485,32,Male,R&D,Coordinator,2,4,1,1,2,4,5,4,Yes,7012,9,Yes
6486,50,Male,Finance,Manager,1,4,3,4,4,17,2,4,Yes,9597,18,No
6487,56,Female,Finance,Manager,1,4,3,3,4,17,4,3,No,3008,11,No
